线号,行别,公里区间,样本量,max_acc均值,max_accP95,max_accP99,三级及以上占比,车速均值,覆盖天数,z_max_acc均值,z_max_accP95,z_三级及以上占比,原始风险分,样本权重,风险分,质量风险指数,质量等级
4001,单线,4018,848,0.05716981132075472,0.08,0.15,0.00589622641509434,135.46226415094338,85,-1.8543214295292199,-1.0,0.6177804443599226,-0.7664191748158633,0.6719492868462758,-0.5149948179428305,16.96,A(优)
4001,单线,4019,1207,0.05983429991714996,0.08,0.21,0.014084507042253521,135.1731565865783,98,-0.41491425707731533,-1.0,3.7281340892434747,0.2990506708954055,0.9564183835182251,0.28601755924782446,73.16,D(差)
4001,单线,4020,963,0.06039460020768432,0.09899999999999978,0.22,0.021806853582554516,133.1921079958463,99,-0.11222943492677188,0.899999999999979,6.661500665495302,2.1379292793884597,0.7630744849445324,1.6313992837171842,95.19,E(很差)
4001,单线,4021,684,0.06305555555555556,0.14,0.19,0.033625730994152045,135.71052631578948,86,1.3252690097961488,5.000000000000004,11.150952127828484,5.802791833916354,0.5419968304278923,3.14509478161552,98.99,E(很差)
4001,单线,4022,849,0.06677267373380447,0.13,0.19519999999999982,0.01884570082449941,131.263839811543,91,3.333326606237508,4.000000000000003,5.53669404326928,4.250838832064823,0.6727416798732171,2.8597164567535933,98.73,E(很差)
4001,单线,4023,1074,0.0626070763500931,0.12,0.1826999999999998,0.01675977653631285,136.50279329608938,94,1.082992054319012,3.0000000000000013,4.744346722979268,3.05268509160862,0.8510301109350238,2.597926932161377,98.23,E(很差)
4001,单线,4024,733,0.063806275579809,0.11,0.14,0.004092769440654843,132.69167803547066,89,1.7308221763120784,2.0000000000000013,-0.06727045084671347,1.429346822550738,0.580824088748019,0.8301990657129089,86.08,E(很差)
4001,单线,4025,1028,0.062363813229571984,0.1,0.1573000000000002,0.0048638132295719845,136.93385214007782,93,0.9515767121986309,1.0000000000000013,0.22561385153891284,0.7967188053244553,0.8145800316957211,0.6489912296937719,82.53,E(很差)
4001,单线,4026,1740,0.05917816091954023,0.09,0.146099999999999,0.004597701149425287,139.1919540229885,100,-0.7693729627976512,0.0,0.12453003234413954,-0.12274208447349538,1.0,-0.12274208447349538,39.24,B(良)
4001,单线,4027,2579,0.06490500193873595,0.1,0.13,0.0023264831329972858,134.88483908491662,100,2.3243749517831525,1.0000000000000013,-0.7382019082650932,0.8303245132903578,1.0,0.8303245132903578,86.33,E(很差)
4001,单线,4028,1082,0.06067467652495379,0.09,0.16190000000000054,0.009242144177449169,137.7430683918669,86,0.03907309286674255,0.0,1.888741709793681,0.48000004602176877,0.8573692551505546,0.41153728192991584,77.97,D(差)
4001,单线,4029,1069,0.06240411599625819,0.1,0.15,0.006548175865294668,134.9887745556595,93,0.9733490296017774,1.0000000000000013,0.8654262495103423,0.9610263682979419,0.847068145800317,0.8140548238593501,85.57,E(很差)
4001,单线,4030,1359,0.06309050772626933,0.1,0.11,0.0,135.32671081677705,99,1.3441508339804311,1.0000000000000013,-1.6219265413067327,0.4133485314694039,1.0,0.4133485314694039,78.23,D(差)
4001,单线,4031,2028,0.060764299802761344,0.09,0.11,0.0004930966469428008,135.94230769230768,100,0.08748928390218869,0.0,-1.4346216572983181,-0.3411575575441418,1.0,-0.3411575575441418,25.82,B(良)
